snapshot_ts,system_id,listing_id,vehicle_id,commune,lat,lon,is_reserved,is_disabled,current_range_meters,vehicle_type_id,make,model,year,propulsion,pricing_plan_id,hourly_rate,daily_rate,rental_url
2026-08-31T00:03:28,paris,261942,YGA:Vehicle:21569ffd1f83,colombes,48.928352,2.238537,0,0,654545,YGA:VehicleType:21569ffd1f83,Citroen,Jumper,2011,combustion_diesel,YGA:PricingPlan:21569ffd1f83,8.0,71.0,https://fr.getaround.com/location-voiture/colombes/citroen-jumper-261942
2026-08-31T00:03:28,paris,283060,YGA:Vehicle:dc7dbaf52a37,paris,48.839813,2.251556,0,0,828333,YGA:VehicleType:dc7dbaf52a37,Renault,Master,2013,combustion_diesel,YGA:PricingPlan:dc7dbaf52a37,11.0,80.0,https://fr.getaround.com/location-voiture/paris/renault-master-283060
2026-08-31T00:03:28,paris,284458,YGA:Vehicle:45f4ef2a967c,paris,48.879673,2.350951,0,0,600000,YGA:VehicleType:45f4ef2a967c,Fiat,Fiorino,2017,combustion,YGA:PricingPlan:45f4ef2a967c,7.0,53.0,https://fr.getaround.com/location-voiture/paris/fiat-fiorino-284458
2026-08-31T00:03:28,paris,285756,YGA:Vehicle:54cd2b0fed5b,paris,48.846066,2.307014,0,0,514285,YGA:VehicleType:54cd2b0fed5b,Fiat,Fiorino,2017,combustion,YGA:PricingPlan:54cd2b0fed5b,7.0,56.0,https://fr.getaround.com/location-voiture/paris/fiat-fiorino-285756
2026-08-31T00:03:28,paris,310794,YGA:Vehicle:7112c6028bfc,paris,48.839813,2.251556,0,0,900000,YGA:VehicleType:7112c6028bfc,Renault,Trafic,2012,combustion_diesel,YGA:PricingPlan:7112c6028bfc,10.0,75.0,https://fr.getaround.com/location-voiture/paris/renault-trafic-310794
2026-08-31T00:03:28,paris,319121,YGA:Vehicle:fd6b4cfa5481,paris,48.839561,2.380247,0,0,704000,YGA:VehicleType:fd6b4cfa5481,Volkswagen,Polo,2017,combustion,YGA:PricingPlan:fd6b4cfa5481,6.0,45.0,https://fr.getaround.com/location-voiture/paris/volkswagen-polo-319121
2026-08-31T00:03:28,paris,360416,YGA:Vehicle:f5cc515673b9,boulogne-billancourt,48.838978,2.251632,0,0,1142857,YGA:VehicleType:f5cc515673b9,Renault,Trafic Passenger,2015,combustion_diesel,YGA:PricingPlan:f5cc515673b9,12.0,89.0,https://fr.getaround.com/location-voiture/boulogne-billancourt/renault-trafic-passenger-360416
2026-08-31T00:03:28,paris,366247,YGA:Vehicle:76367bdef11f,boulogne-billancourt,48.830292,2.237212,0,0,1000000,YGA:VehicleType:76367bdef11f,Peugeot,2008,2018,combustion,YGA:PricingPlan:76367bdef11f,7.0,50.0,https://fr.getaround.com/location-voiture/boulogne-billancourt/peugeot-2008-366247
2026-08-31T00:03:28,paris,438359,YGA:Vehicle:6e0c2f0cb645,paris,48.866596,2.380868,0,0,1188000,YGA:VehicleType:6e0c2f0cb645,Peugeot,Partner,2013,combustion_diesel,YGA:PricingPlan:6e0c2f0cb645,6.0,49.0,https://fr.getaround.com/location-voiture/paris/peugeot-partner-438359
2026-08-31T00:03:28,paris,445323,YGA:Vehicle:322dbfb24dba,montreuil,48.854,2.426798,0,0,5760000,YGA:VehicleType:322dbfb24dba,Renault,Kangoo Express,2014,combustion_diesel,YGA:PricingPlan:322dbfb24dba,7.0,54.0,https://fr.getaround.com/location-voiture/montreuil/renault-kangoo-express-445323
2026-08-31T00:03:28,paris,473620,YGA:Vehicle:6a38d24973bb,paris,48.853367,2.394739,0,0,400000,YGA:VehicleType:6a38d24973bb,Dacia,Lodgy,2017,combustion,YGA:PricingPlan:6a38d24973bb,5.0,37.0,https://fr.getaround.com/location-voiture/paris/dacia-lodgy-473620
2026-08-31T00:03:28,paris,475878,YGA:Vehicle:75b64537e933,colombes,48.928352,2.238537,0,0,1470000,YGA:VehicleType:75b64537e933,Renault,Master,2017,combustion_diesel,YGA:PricingPlan:75b64537e933,9.0,71.0,https://fr.getaround.com/location-voiture/colombes/renault-master-475878
2026-08-31T00:03:28,paris,554073,YGA:Vehicle:bfae5bd19ef6,paris,48.888428,2.389036,0,0,247500,YGA:VehicleType:bfae5bd19ef6,Renault,Clio,2016,combustion,YGA:PricingPlan:bfae5bd19ef6,5.0,36.0,https://fr.getaround.com/location-voiture/paris/renault-clio-554073
2026-08-31T00:03:28,paris,558004,YGA:Vehicle:f17a14cfaceb,clamart,48.813297,2.270537,0,0,480000,YGA:VehicleType:f17a14cfaceb,Dacia,Sandero,2018,combustion,YGA:PricingPlan:f17a14cfaceb,5.0,38.0,https://fr.getaround.com/location-voiture/clamart/dacia-sandero-558004
2026-08-31T00:03:28,paris,573666,YGA:Vehicle:7749019708d2,paris,48.873299,2.393852,0,0,513000,YGA:VehicleType:7749019708d2,Renault,Trafic,2013,combustion_diesel,YGA:PricingPlan:7749019708d2,8.0,62.0,https://fr.getaround.com/location-voiture/paris/renault-trafic-573666
2026-08-31T00:03:28,paris,595937,YGA:Vehicle:74b8a7ae0cf4,montreuil,48.87072,2.432322,0,0,320000,YGA:VehicleType:74b8a7ae0cf4,Peugeot,Expert,2014,combustion_diesel,YGA:PricingPlan:74b8a7ae0cf4,8.0,59.0,https://fr.getaround.com/location-voiture/montreuil/peugeot-expert-595937
2026-08-31T00:03:28,paris,599257,YGA:Vehicle:5f0a6ef53bb2,la-garenne-colombes,48.911098,2.247122,0,0,1050000,YGA:VehicleType:5f0a6ef53bb2,Renault,Master,2015,combustion_diesel,YGA:PricingPlan:5f0a6ef53bb2,11.0,83.0,https://fr.getaround.com/location-voiture/la-garenne-colombes/renault-master-599257
2026-08-31T00:03:28,paris,601143,YGA:Vehicle:2567feab2032,paris,48.856422,2.406225,0,0,450000,YGA:VehicleType:2567feab2032,Renault,Clio,2016,combustion,YGA:PricingPlan:2567feab2032,7.0,41.0,https://fr.getaround.com/location-voiture/paris/renault-clio-601143
2026-08-31T00:03:28,paris,601877,YGA:Vehicle:603dacdb163e,paris,48.866577,2.409152,0,0,720000,YGA:VehicleType:603dacdb163e,Peugeot,Boxer,2011,combustion_diesel,YGA:PricingPlan:603dacdb163e,11.0,81.0,https://fr.getaround.com/location-voiture/paris/peugeot-boxer-601877
2026-08-31T00:03:28,paris,607276,YGA:Vehicle:0bcb671b15d8,montreuil,48.856033,2.430927,0,0,102000,YGA:VehicleType:0bcb671b15d8,Renault,Kangoo Express,2014,combustion_diesel,YGA:PricingPlan:0bcb671b15d8,7.0,54.0,https://fr.getaround.com/location-voiture/montreuil/renault-kangoo-express-607276
2026-08-31T00:03:28,paris,622467,YGA:Vehicle:b2a53b93b7bd,paris,48.865501,2.40892,0,0,344000,YGA:VehicleType:b2a53b93b7bd,Ford,Transit Fourgon,2012,combustion_diesel,YGA:PricingPlan:b2a53b93b7bd,11.0,79.0,https://fr.getaround.com/location-voiture/paris/ford-transit-fourgon-622467
2026-08-31T00:03:28,paris,625152,YGA:Vehicle:c2f6de09e582,paris,48.824352,2.341341,0,0,307400,YGA:VehicleType:c2f6de09e582,Renault,Grand Scenic,2019,combustion_diesel,YGA:PricingPlan:c2f6de09e582,9.0,72.0,https://fr.getaround.com/location-voiture/paris/renault-grand-scenic-625152
2026-08-31T00:03:28,paris,641035,YGA:Vehicle:27434dc1b52b,paris,48.826054,2.361718,0,0,350000,YGA:VehicleType:27434dc1b52b,Fiat,500,2016,combustion,YGA:PricingPlan:27434dc1b52b,7.0,61.0,https://fr.getaround.com/location-voiture/paris/fiat-500-641035
2026-08-31T00:03:28,paris,642031,YGA:Vehicle:9f2f625bebe5,montrouge,48.815624,2.326289,0,0,440000,YGA:VehicleType:9f2f625bebe5,Nissan,NV200,2012,combustion_diesel,YGA:PricingPlan:9f2f625bebe5,6.0,40.0,https://fr.getaround.com/location-voiture/montrouge/nissan-nv200-642031
2026-08-31T00:03:28,paris,653362,YGA:Vehicle:0015c6b5ba9f,paris,48.826054,2.361718,0,0,378000,YGA:VehicleType:0015c6b5ba9f,Renault,Clio,2017,combustion,YGA:PricingPlan:0015c6b5ba9f,6.0,47.0,https://fr.getaround.com/location-voiture/paris/renault-clio-653362
2026-08-31T00:03:28,paris,657813,YGA:Vehicle:021fb89da415,paris,48.866543,2.410436,0,0,329000,YGA:VehicleType:021fb89da415,Citroen,C1,2015,combustion,YGA:PricingPlan:021fb89da415,5.0,40.0,https://fr.getaround.com/location-voiture/paris/citroen-c1-657813
