id,url,address,postal_code,lat,lon,geocode_score
1469,https://www.yespark.fr/parkings/1469-tramway-faubourg-de-l-arche-rue-de-dieppe-courbevoie,"14 - 16 rue de Dieppe, 92400 Courbevoie",92400,48.89969,2.238843,0.8050037662337661
1470,https://www.yespark.fr/parkings/1470-gare-de-choisy-le-roi,"8 le Passage Dong Da, 94600 Choisy-le-Roi",94600,48.760659,2.414628,0.8090347552447552
1471,https://www.yespark.fr/parkings/1471-cite-universitaire-paris-14,"3-5 rue des Berges Hennequines, 75014 Paris",75014,48.825242,2.337374,0.8364732372505543
1472,https://www.yespark.fr/parkings/1472-metro-danube-paris-19,"45 rue d'Hautpoul, 75019 Paris",75019,48.883842,2.387558,0.9796699999999999
1476,https://www.yespark.fr/parkings/1476-mairie-de-stains,"8-12 rue Pierre de Geyter, 93240 Stains",93240,48.955836,2.380583,0.8322648648648647
1478,https://www.yespark.fr/parkings/1478-rue-des-poissonniers-paris-18,"153 - 163 rue des Poissonniers, 75018 Paris",75018,48.89776,2.352377,0.8091111888111888
1493,https://www.yespark.fr/parkings/1493-metro-pont-de-sevres-pont-de-sevres-boulogne-billancourt,"114 rue de Bellevue, 92100 Boulogne-Billancourt",92100,48.831612,2.232024,0.9797145454545453
1494,https://www.yespark.fr/parkings/1494-metro-mairie-de-clichy-9-rue-alexandre-antonini,"9 rue Alexandre Antonini, 92110 Clichy",92110,48.906272,2.3056,0.9673072727272727
1501,https://www.yespark.fr/parkings/1501-bievre-sud-paris-13,"62 rue du Moulin des Prés, 75013 Paris",75013,48.826295,2.35342,0.97988
1504,https://www.yespark.fr/parkings/1504-metro-pierre-curie-rue-gabriel-peri-ivry-sur-seine,"96 rue Gabriel Péri, 94200 Ivry-sur-Seine",94200,48.816871,2.379584,0.9736545454545454
1505,https://www.yespark.fr/parkings/1505-hopital-charles-foix-ivry-sur-seine,"10 bis avenue de la République, 94200 Ivry-sur-Seine",94200,48.80656,2.39236,0.8315989304812833
1506,https://www.yespark.fr/parkings/1506-metro-mairie-d-ivry-rue-jean-le-galleu-ivry-sur-seine,"51 rue Jean le Galleu, 94200 Ivry-sur-Seine",94200,48.811758,2.3791,0.97416
1507,https://www.yespark.fr/parkings/1507-mairie-de-villeneuve-la-garenne-aerien,"1 bis avenue de la paix, 92390 Villeneuve-la-Garenne",92390,48.936218,2.330428,0.6058841322314049
1508,https://www.yespark.fr/parkings/1508-metro-mairie-d-ivry-avenue-danielle-casanova-ivry-sur-seine,"138 avenue Danielle Casanova, 94200 Ivry-sur-Seine",94200,48.813747,2.384733,0.9734499999999998
